Condo Age,Number of Rooms,Avg. Area,Price
6.879262946,6,40137.50244,1726364.398
7.740112579,3,26064.82032,961539.0599
6.455825141,2,28961.42776,1359978.16
6.232921557,2,34313.8277,1384466.437
5.901324628,6,41717.72069,1531447.285
5.969905376,3,52265.60116,1418595.727
5.736539506,2,31385.46298,1476386.996
5.625513375,4,29954.61762,1168355.32
6.660558254,6,28829.00883,1222701.012
5.320368742,4,38711.03466,987447.7775
5.954475954,4,33776.47845,982790.871
5.273512348,5,21095.58569,527749.4039
6.480819122,5,40594.0593,1391232.527
4.858519689,3,24201.75308,1094321.883
6.001426337,6,38535.72643,1610217.177
8.1006516,5,28713.96202,1768705.125
7.809405065,4,36041.27531,1236258.08
5.898870691,4,28623.41032,1329007.203
7.006155746,6,40684.07772,1704126.876
6.131732514,3,40561.29711,1321888.268
6.856135081,3,38906.85736,1113936.638
5.116175663,5,38532.98003,1043628.37
6.839681373,6,48877.50097,1663653.71
4.272456648,2,46139.13676,969678.5673
5.580598537,4,29996.01845,1183014.509
5.666214458,3,26569.65872,957814.6031
5.522134705,3,25401.10188,912891.6806
6.1166841,6,40605.96743,1479758.318
6.300408888,4,24448.21146,1431507.623
7.354457916,6,43833.85344,1747911.496
5.924127417,5,42566.50177,1563083.336
5.085558366,6,41113.00677,1425745.297
5.925172881,4,28483.81174,804453.8698
5.073181886,4,36262.4269,1060440.596
4.496843653,4,41389.36487,954737.1411
5.331355553,3,29465.99961,1152604.142
4.417082516,4,31619.5817,955943.809
4.643253525,3,22449.534,433247.1566
7.393603183,6,43250.98997,1718876.795
7.949614163,2,34210.93608,1236874.809
6.853578269,4,31685.40269,682200.3006
4.970709348,4,31050.10281,1141916.525
5.219917755,4,29258.98876,1162735.272
7.224586621,6,41913.6369,1681340.635
6.94474747,4,43258.6446,945981.5296
7.080939775,4,29770.08343,854045.0138
7.725265633,4,43281.57274,1372994.29
2.644304186,6,15902.58202,414571.2229
4.740995838,2,45388.31358,1240319.692
6.75932479,4,42382.75153,1640646.67
6.119530257,4,57775.26139,1537335.897
4.837669717,2,36712.20014,1337966.927
5.42843466,3,42285.98468,1085113.451
6.313147371,4,20915.81605,905328.7691
5.305041691,3,39526.56631,494742.5436
6.108984095,2,42092.88416,1237360.718
4.638742025,6,20167.03999,864899.485
5.266863096,3,31074.12492,1002192.582
5.677800695,4,17244.97025,800110.1189
7.095849854,5,50097.95083,1410331.825
4.205495168,2,43134.03806,1036382.766
4.781651489,3,34162.95673,437146.0204
4.403196998,3,12906.25485,624432.966
7.409833867,2,49411.4113,1179440.832
8.991399331,3,21319.9943,1740404.967
4.528065613,3,37875.55012,706135.1446
6.855932512,4,28318.75042,870252.411
5.444737202,3,36038.95905,1106149.686
4.730911869,4,46784.53859,1192677.55
5.460972751,3,39089.41571,2026303.098
6.842834633,6,35552.99118,1311473.323
5.606394944,3,27227.81339,1123386.531
6.642756994,6,22469.52253,1205750.232
6.218852677,6,17840.11679,1582140.06
5.396988245,2,46981.9261,573434.6642
6.44955474,6,29699.01164,1735826.005
6.766777857,2,47073.79792,1052185.176
7.874124275,4,25594.16903,1151281.847
8.078703471,3,37076.19846,1531216.894
5.696410259,3,42292.5646,1103352.601
5.361088157,2,34189.14346,308199.8912
7.03747734,4,40274.16665,1423296.118
6.949391112,3,40789.82581,1315684.457
5.029474722,2,23457.1264,637951.9056
6.035255424,2,33499.33275,1027191.029
5.379707221,6,41872.64328,729678.6262
5.722843373,2,42249.32493,1676770.331
5.807346311,2,23723.07475,1569121.917
5.379595574,3,26897.71205,874969.6969
6.575305941,4,36215.96255,1172413.197
6.402864377,2,50003.26101,1538985.189
4.384029823,5,15625.55284,1286572.979
6.604135986,3,18598.25608,1646033.41
6.831285142,3,34771.65985,1147313.02
6.140522639,4,34971.82435,976483.5805
5.893367315,4,39002.90125,1073350.044
4.312275647,4,34764.29222,1084255.678
4.757793137,2,43340.29356,1432252.081
6.876501364,3,39298.23552,1676070.943
6.038075114,4,31735.76329,1580557.01
6.297568899,3,45985.94575,1549873.88
6.305651284,5,31011.36681,1989672.524
5.399849594,6,44101.24053,1286980.807
7.513611344,4,32356.99738,1752967.605
4.7205807,3,38162.61295,1529711.14
5.624841038,4,42811.78159,1710612.03
6.374120812,2,40796.67545,774009.5476
5.901981112,3,39295.70265,1536143.592
5.806661015,6,39060.76508,1662939.097
5.954845799,4,53738.6269,1443027.263
5.768077004,3,41042.43087,1282258.093
6.736575336,3,26083.32069,1245967.799
6.30458529,4,18249.7206,1025908.914
5.83328934,3,30411.18439,1380070.45
4.302477241,2,25092.6697,288708.9121
4.809727597,5,35692.27654,1247581.212
7.451312943,6,43978.25754,1767399.29
6.616144283,5,34277.63076,1588549.501
5.513337858,3,35780.35499,1685217.105
6.385373647,3,28214.36355,928950.0032
6.019581363,5,48122.10195,1565931.192
4.993286513,2,43070.51539,926882.9195
5.873083771,5,43950.66238,1770616.93
5.854885928,4,28734.93792,1279353.925
4.842152843,3,53820.13278,530764.6725
8.465513953,4,28218.62328,1874895.602
5.726314645,6,34605.39462,1422890.021
7.055011858,4,40719.12679,1245788.303
6.387486244,5,44500.35194,1248130.521
7.443973586,4,31863.40005,1535564.552
6.562633101,4,27772.67247,1709441.806
4.953919678,4,52158.01714,1433260.228
6.533470231,6,28007.89573,1282758.903
6.024209849,3,46682.34049,1682708.617
7.557642673,2,31032.9203,624482.7636
5.023471383,6,54516.28746,1651684.774
4.893833852,3,23040.41358,768034.5331
5.188699501,2,35778.45867,1001876.606
6.877542801,6,42643.14291,1500821.469
3.395758659,2,34010.04983,1273988.483
4.979011434,2,48896.82012,1031046.365
5.146489985,6,36128.9901,1508198.672
6.397770389,4,30395.77604,773996.4762
6.552889235,6,38072.39536,1723706.759
3.962770297,3,34411.86808,1260826.638
7.187575282,4,30770.84682,1367142.717
5.195096532,5,29248.28287,1303091.91
7.147581007,4,32732.16105,1341870.354
6.223545454,4,24559.01379,1188416.806
4.604883433,6,24283.86989,1155077.131
5.248054681,4,35478.58299,1048969.493
5.796985083,2,25837.86448,1319478.287
4.931634488,4,40695.79786,1022408.901
5.363776862,4,48115.42078,1394970.599
4.996248973,4,36474.988,1183343.566
5.638387737,4,42154.3566,1259919.983
4.972758566,2,12950.56691,579585.698
7.409373374,4,45688.1025,1591188.348
7.207803988,6,31536.84908,1437153.959
4.649565371,3,31247.58047,851018.9558
6.395475417,2,34141.69988,1321037.414
6.478394832,3,29425.4062,1112286.046
4.199195527,3,47757.31798,1509968.985
7.904985967,5,27835.53654,959625.5302
5.019270716,6,38737.28386,1032180.378
5.994030336,3,21387.62999,1232014.527
7.328275439,4,49505.7837,1575100.913
4.495821065,4,31182.38802,1257433.086
6.555055387,5,39900.44995,2173808.628
5.70798508,5,34863.85935,1115549.268
5.540375012,3,44503.91741,1397956.196
5.15505616,4,28299.46331,1003905.06
6.442123908,4,57841.21935,1614373.964
6.369461421,2,30518.81801,1463367.821
4.150388618,3,32580.53936,966620.5141
7.247298517,3,43031.5617,1453663.252
5.93277452,5,32436.28634,1321388.619
4.069428648,6,41919.9011,910512.6354
5.795875455,5,28439.35889,1029354.495
5.496428165,5,49311.75778,1608889.263
5.37784555,4,25975.50583,1458009.211
7.704505201,3,55471.78338,2198564.573
7.397698539,4,47734.40706,1281777.581
7.145795227,3,25424.03483,1196643.385
6.355133907,3,36626.70399,1578493.708
4.29185583,2,34472.30374,430088.2507
5.675773582,5,30773.25899,677988.2555
5.221308503,5,29802.46229,1085534.179
6.490186036,4,35183.72026,1634781.274
5.838423325,3,40493.06398,1167449.99
6.823123993,4,34460.00827,1067727.095
5.780419273,4,23264.37052,887739.4321
3.49042996,6,40177.87672,842924.5538
3.386003829,4,33970.36011,864067.0615
5.474835964,2,23763.19723,508951.5669
6.292189109,3,46877.14557,1223777.498
4.457029773,5,44521.76285,1029037.429
5.233093357,6,20846.53982,1487997.879
6.775568399,6,38827.40581,1836419.641
5.030561702,4,37355.86464,1148066.813
6.050239646,4,37816.79808,1318681.04
5.287862867,4,40712.39777,1174481.066
6.017827235,3,41297.07496,1522954.939
4.540182059,3,19991.6334,1132146.32
6.448721281,3,33285.95091,1212461.526
7.281983303,5,28182.0961,864132.0331
6.317285888,3,35476.1688,1336377.825
7.196313571,5,67353.9652,1747244.863
4.196803531,4,47871.97184,1398353.591
6.192746315,4,42100.83412,2020158.363
5.876269762,3,31326.33864,877779.3441
5.742902931,3,43604.79288,1255202.11
5.707599613,2,37597.86841,1173413.55
6.778756691,5,34303.41035,1326680.244
5.11652218,6,51937.43709,1585521.989
5.890872364,3,34652.25789,1106336.838
5.269657863,6,29141.73978,962501.9015
6.935358622,5,51237.3884,1408074.53
7.58855882,2,41930.37501,1266209.753
6.757345321,6,54050.64469,1741052.96
5.521132723,3,44486.38307,1636559.241
7.885828811,5,46314.69005,2318285.703
4.841392987,6,47118.42063,1409892.09
7.127209146,3,13889.07602,1166198.116
5.500200083,2,41569.39645,1393995.962
6.171113263,5,41448.75225,1462608.696
5.527612234,6,51629.31874,1922281.305
5.802162211,2,43964.65845,1587406.303
6.312558344,3,39909.1753,967868.5146
5.312148808,4,49688.03647,1426545.967
6.26282262,3,33125.49643,1725429.749
6.76379225,6,46270.33064,1753820.622
5.186801232,2,15444.48261,321058.9607
6.615403774,3,28945.546,1089601.882
4.49290428,3,48051.64765,1137523.111
4.866818955,4,37905.98378,1371670.389
7.256820704,2,47450.66815,1595620.557
4.56941137,6,37480.70005,1899948.059
5.821221323,3,41715.54558,674657.9107
7.461460905,6,23052.84681,1555490.621
5.430074691,3,45188.13964,1194191.879
5.103683065,4,38221.13575,1482107.37
5.953310167,4,11072.49853,1154917.394
6.202397054,3,37743.40275,1050838.704
4.291223903,3,33267.76773,31140.51762
7.937686823,3,25175.43125,1748864.715
7.481984603,3,30736.52839,1287030.932
7.369808666,6,38529.64117,1237246.145
6.187822918,3,22524.57848,1259733.644
6.369259281,5,43526.16153,1028914.315
5.89536032,3,39446.31306,1388218.529
4.269445989,4,36837.81793,637189.9594
7.565375444,3,47836.24614,1717570.53
4.675987349,4,26065.69266,729688.5926
7.609905323,3,41012.62101,2049146.63
6.545699268,3,37515.539,1340705.119
7.155652805,2,40337.23425,980983.211
5.870183983,2,45935.96164,1518169.444
3.055370327,3,40951.2393,1002840.229
6.334545748,3,27771.54451,1499920.594
7.838577317,5,36035.5419,1496577.459
7.617993929,6,37217.64338,1526915.349
6.39422996,4,14522.65907,917610.8884
6.268010007,2,32859.51765,1572990.374
6.083347825,3,42877.51749,959416.4367
5.649453339,2,23632.23041,960083.9969
6.052128807,3,40426.5267,1526025.659
6.265218079,3,23252.90621,1006885.844
5.433850089,3,50996.64476,1105105.053
5.622596911,2,27677.88278,625880.7321
7.70004014,4,27117.79843,1799827.22
5.684122076,4,38340.7314,1152798.579
5.353215988,4,47989.68021,846095.9673
6.347296492,3,19502.02714,1387864.89
5.71678948,4,47734.10221,1414286.722
5.158354668,2,36743.26834,1273308.71
5.364208038,3,44557.37966,1489648.018
5.710321906,3,55932.22273,1765988.264
7.072261244,2,27117.8921,934111.6355
4.181184313,5,30812.59819,1095879.443
4.876921107,6,15612.67721,876348.8176
5.873184775,3,40739.87735,854945.5067
6.247342401,2,28392.29036,1349743.146
4.457760479,3,39735.70449,970825.5964
6.002190879,3,46091.78913,1796009.504
5.36318709,4,41982.90667,934492.3424
3.696844062,3,28171.98501,584061.2474
5.184548388,5,27804.83013,895845.5655
6.568708836,4,17467.94423,696040.1299
6.420431489,2,40979.53039,1204137.323
5.7809688,4,47175.78766,1413729.757
5.4688135,3,28593.00921,607873.7728
5.409933765,2,36241.30099,971099.4754
5.433654041,2,49411.88783,1714055.837
6.680687591,3,46500.05743,1956438.651
6.183385747,3,50350.27065,2013015.746
5.33407185,5,26263.05496,1390497.566
5.335011365,4,31608.06227,1529452.062
3.525267865,4,42857.37096,1143215.029
6.319831312,6,42808.64778,1949577.954
5.21606795,4,37358.20127,1057799.242
5.66211514,2,25593.11792,1585873.833
5.576406098,4,37824.71167,1168993.759
7.145613977,4,35107.13908,1431915.977
4.760142523,6,43987.87713,1409439.076
7.167703013,3,51218.99899,1496724.381
5.55806725,4,50891.20239,1566567.883
4.776719387,4,31200.96783,986113.2395
5.053486344,4,33238.33274,885611.5783
5.745297007,3,32075.26752,1102259.539
6.850527928,2,38272.92156,1268125.838
7.604253501,4,34514.15856,1580691.617
5.003089091,4,36337.02712,1128644.462
5.094476307,4,58051.03905,1524689.063
6.676447492,5,36804.94867,1176420.559
7.143956543,5,34639.41154,1456273.724
6.127772147,4,31105.11339,1777516.449
6.581627437,3,23592.15759,1237902.82
5.878218173,4,49697.93279,1385783.517
6.151659517,4,49354.12973,1035125.857
6.744098524,4,30053.43719,1358899.686
4.854051621,6,48109.1123,1311145.968
4.391004045,5,42177.96629,919926.9985
5.272670247,4,40277.39454,985866.0316
4.920560166,3,30985.33652,1196204.886
6.486915564,5,30611.54333,1435981.22
3.942530861,3,24726.10474,752800.1475
5.416065414,4,25139.44994,324981.993
7.14824024,3,22904.14664,1127637.557
5.187860246,3,25801.96593,239319.9342
5.949763033,4,37766.66757,529282.0844
6.996436453,4,20096.29142,1455691.797
8.190784778,4,39288.46015,1371527.327
6.558666036,6,43474.77738,1231452.189
3.735941791,2,63184.61315,1102641.114
5.04681834,2,29293.61895,758262.6121
5.550184071,2,27812.68591,476971.4559
6.149033107,4,44852.0925,1706689.94
5.395238142,2,30482.56459,1079745.119
4.982273043,4,24405.28272,766594.3397
5.930549621,3,38099.86749,905045.2177
6.669852608,4,34878.59725,1425114.718
5.466350329,5,51509.59929,1512542.441
6.776381473,3,46674.36501,1650342.131
7.606682442,3,16351.20287,1112548.479
6.033750501,3,18539.1007,942508.9622
6.416791877,4,38550.70736,1642844.649
5.100682906,4,34944.98176,1078713.227
6.105278889,6,27528.74642,1333865.438
4.438005316,3,24387.6079,684049.9193
5.670682598,6,46608.22612,1311067.446
4.964759603,5,53100.99891,1172133.487
3.479985415,5,42905.09538,1419536.259
6.156990736,4,34374.5912,1288426.694
5.772011878,6,30070.72806,1500939.827
6.039003284,4,42191.77602,1000087.121
6.398037242,3,31584.37937,1457767.533
5.859730235,5,42250.79603,747933.4869
6.615282097,3,25273.20785,1024738.285
4.977367374,3,39055.11426,1517666.855
6.294500495,2,25064.26712,953840.6976
5.409874135,4,46955.01013,1375497.973
6.639948342,4,37811.20888,1645530.056
8.543764348,3,35014.84821,1727006.951
5.691798358,5,40512.89327,1597330.411
7.058241204,4,49054.8713,1688279.308
6.444044968,4,37815.49404,1398310.2
5.452384484,3,40788.10928,1100093.909
5.900963185,5,36463.03327,1505560.54
7.561983037,2,27143.01692,1105990.694
5.134472646,5,23503.16064,789043.8512
4.340528836,2,45111.81139,756319.734
6.813064895,5,36954.33556,1856782.783
3.983346134,3,41264.90672,1222020.821
6.788986819,3,41553.83956,1043968.399
6.264613212,5,48481.66451,1673294.246
6.89584933,2,40496.06977,1325860.533
6.528543309,5,33141.30823,1236044.316
6.396024279,2,37973.36334,1030759.7
5.640918859,2,37067.68246,1609581.804
5.904536932,3,29758.99972,1292287.095
5.33803219,5,28943.15764,1057697.703
7.694068722,2,32730.92971,768152.791
7.608168693,4,31327.51888,1513427.551
6.62166574,4,28053.0164,1429497.617
6.442420803,3,39917.87889,1376969.929
4.681452167,2,37836.51782,614700.7371
5.960139167,5,19750.68908,780608.9935
5.948015641,4,25002.19225,856548.9441
5.967157157,2,47125.53294,1656080.089
6.720799207,4,33186.70176,1249914.079
6.924423085,2,28364.28666,817460.4216
6.367112535,4,33581.82371,990893.1601
5.805475824,4,27244.43911,972079.5876
6.27811119,4,24407.24318,1349989.647
6.083634063,3,38399.83571,1303542.283
4.725540703,3,41330.60856,593766.1848
4.832160529,4,49237.40432,1243918.811
8.301924703,2,24624.6478,1395855.656
6.995183898,3,37791.01751,1112314.303
6.609092096,2,14906.24662,850010.1816
5.819522121,5,30200.10651,931787.6179
5.44085015,4,34944.0686,1011140.799
5.327629541,3,50997.64971,1190442.123
5.88630988,2,45592.38758,916140.2212
5.343725251,7,39353.68393,1222045.091
7.060172147,2,22121.54729,1232156.012
6.451254749,2,37388.8526,652752.9727
7.336375104,5,32306.66852,1219846.919
8.485443766,5,40078.54357,2050988.497
6.210044557,3,29887.45168,1359052.846
5.045013623,6,31190.6707,1308773.078
5.668081747,4,39587.95296,1573998.902
5.494795166,6,40897.02521,1182980.604
5.587064649,2,48253.27664,1029861.623
5.046905795,4,33543.04806,1085943.076
6.25881632,4,40328.23344,1713351.394
6.17278582,2,42115.14602,1297619.348
6.671741423,3,23162.54734,1096052.868
7.281558213,4,44869.50695,1920527.53
8.118399939,2,29304.17222,1035171.06
6.705514007,6,32705.94933,1218011.061
7.356870637,3,43299.01077,1106705.011
5.238126269,3,33656.23096,664978.8738
6.723350218,4,30464.04404,1316129.309
6.319456523,4,33434.11259,1398760.047
6.202875145,4,14486.82595,759799.8758
5.981856487,2,13977.62978,776906.3269
5.662525533,4,29408.94639,971928.9869
6.578546624,3,29829.0628,1180091.498
6.043842699,2,30037.99135,1201785.667
6.439202554,5,50003.08659,1591234.773
3.438546514,3,24435.7773,143027.3645
6.169046083,3,36778.29264,1091143.399
6.266859797,3,47783.30489,1249173.691
7.188786556,3,45581.92161,2002028.632
6.529605446,4,20600.511,824540.8964
6.697263672,3,35048.26334,1511526.921
6.150067074,6,25053.9749,994257.5352
7.403052279,2,53539.19695,1345296.554
5.000496142,6,29401.14446,1166399.672
7.089076786,4,39779.64723,1820981.219
6.185505942,4,25327.6867,1023965.403
4.691106301,2,34641.56508,889385.9016
3.987009788,4,29114.28814,616738.2083
6.650746733,6,49015.28465,1784260.849
6.81845289,5,51528.83585,1050541.314
6.758728424,2,37894.64968,1389223.607
6.401757145,5,29197.3365,1423908.258
4.76898851,3,46303.3646,1069238.5
5.482266406,3,45563.71701,1007856.266
4.632527413,3,48220.31523,924346.1648
6.269371897,3,27855.39454,1453312.468
4.386270795,4,21371.92379,782656.0804
4.893013125,3,25377.13674,803689.1519
6.860067598,4,23976.71385,1439875.64
6.621485857,6,26921.60365,1270869.783
4.304375946,5,53490.13478,1347279.207
6.926414307,4,39522.90957,2186194.793
7.398109966,2,41554.0704,1082486.679
7.005353144,3,26319.72001,1700109.608
7.25142968,3,37863.58218,1623100.84
5.474098801,3,39187.76583,943309.4486
4.759494793,2,46136.0299,1409684.485
6.553922091,3,37965.37421,1326481.675
5.510917604,3,17403.09075,404643.6022
5.959288964,4,47966.91683,1176655.085
3.214868146,2,43867.84454,633875.9302
5.041209203,6,29282.57381,1390251.42
4.861475959,3,41998.56888,861138.1836
4.460276088,3,47452.38543,1151233.095
5.594270942,2,25753.28312,686644.6104
6.951789882,6,33036.19962,1261681.961
6.682596212,6,40814.92851,1327811.343
7.017837825,3,43828.94721,1339096.077
4.665514927,6,30874.69886,987355.9609
5.594183137,5,36185.05006,1384478.305
6.353116423,3,40444.19117,1168919.401
6.221479752,4,51497.66578,1522099.831
6.194584199,3,31568.89569,1260374.966
5.360253242,3,28122.23338,857762.317
5.17016265,2,29892.06843,1126450.426
5.911488489,2,48616.26463,1574084.927
6.11901907,3,39760.2064,469262.8156
6.067195467,4,28173.39447,1114169.037
3.410785658,6,60658.29587,1792368.627
5.737583091,3,45319.99304,1383842.185
5.604261416,5,37934.96743,691318.2401
5.921443805,5,30113.83269,1245070.338
6.685863208,3,47128.88099,2220799.069
4.844336296,2,31010.22142,854815.1175
7.306675205,3,46361.69458,2092348.377
4.950202585,3,30795.10799,781213.0669
5.646557664,4,19544.75196,726883.8689
6.756372213,3,44581.74758,1640990.378
6.431119287,5,40562.18895,1535781.96
6.565275901,4,57644.20907,1737759.05
5.922854638,4,36414.72945,1550702.478
5.458032475,5,29888.76471,1348873.427
5.732425466,3,34182.49617,955445.8537
6.671579548,6,38501.9551,1467910.569
8.008209502,5,36544.31859,1742938.776
8.335360241,6,38203.17353,1795630.913
7.750851661,3,3285.450538,1305972.22
6.777764029,6,31391.26847,1433542.021
5.600101651,3,37540.31003,921396.9753
4.936845339,4,47332.13862,1405399.855
5.685544439,6,30210.76466,1088548.827
4.469567273,5,27701.02065,738030.6499
7.352350453,5,48112.20017,2235294.718
7.025035017,3,52831.15311,1564252.526
5.612677071,4,24134.414,1309937.399
7.983741985,5,23752.36101,1660770.002
6.099322338,5,31142.84203,1485418.102
5.460238285,4,25861.92823,886124.7256
6.186440468,4,35521.04918,1411024.044
4.170949099,3,31185.88333,671343.9418
5.890156539,2,41492.18017,992585.3823
5.328137978,6,27768.58455,944590.1588
6.138120631,4,40523.2893,1399909.049
5.935261391,4,32725.27954,865099.5234
6.206707265,4,43971.51414,1394423.556
4.931569621,3,40891.61563,813807.6997
7.426296989,2,55849.94806,1316180.494
5.440611043,3,31125.55873,1212205.341
6.251245416,5,57970.24279,1769484.893
5.521608814,4,31335.59502,541953.9057
6.89577421,4,37869.93681,1494101.445
4.633538535,3,37642.02655,856022.8625
6.029590406,6,38111.35302,1427842.506
5.039400288,5,27616.09545,1228138.129
5.121333052,2,34440.64065,1168627.651
6.099506571,2,52079.18818,1389287.474
4.128267302,2,51096.88855,1243981.946
4.349592232,4,52733.98798,1584439.713
4.778495431,4,52945.84342,1622837.353
5.601503368,4,24965.90216,1031146.755
7.89377834,4,31189.36407,1098518.134
5.804315611,3,34538.75492,909781.4668
6.471256486,4,47992.34474,1431517.439
4.754963035,2,31135.51349,1636996.074
5.768478785,4,61126.73207,1658974.567
5.951022992,5,35276.65257,1168887.459
6.680591866,3,43570.94202,1720258.777
4.254128346,2,43301.32596,1129408.87
6.016967885,2,27725.85566,778836.9229
5.864956336,4,32865.02798,1276471.581
4.676070219,5,26414.74742,839426.1222
6.011529119,3,42889.6661,794075.8615
6.907393959,6,29548.18989,1372549.782
5.47890656,2,32255.9083,1084539.387
4.507953424,4,33663.66924,211017.9705
7.119264731,3,33454.08428,1186372.179
5.754108522,6,16288.31457,1140918.805
7.723274916,5,49890.50828,1471828.129
4.397922947,3,38263.48423,803259.6126
5.433298628,4,34818.71842,1124719.49
6.430984273,2,25962.77118,1396401.022
6.157261017,3,30730.40151,802274.1289
6.269795191,4,35106.54614,1646662.911
6.343953016,4,38368.28028,1202621.178
4.312820313,5,46060.36993,1066768
6.193441139,3,40549.35681,1153135.22
5.245242456,4,44920.24555,1706110.86
4.83694235,2,40282.03664,1543913.433
4.48211105,2,33836.92806,302307.4011
6.726672923,6,26341.09557,1134055.403
7.007744694,4,38950.15522,1352756.753
6.761202557,3,69592.04024,1772390.553
4.822577579,3,39586.38351,1014450.654
5.928585443,4,43183.5161,781137.4618
6.042080099,4,34655.93991,921238.3583
4.97877301,4,40092.5162,790555.5204
5.916946406,3,38313.82892,1420648.281
5.286433379,4,23925.62147,377618.9699
5.479987314,4,44305.72216,945079.5323
7.429961382,4,37647.66604,1630952.884
6.75457107,3,19103.12711,1009972.083
6.014408815,6,35376.99073,1372806.616
5.507106334,4,41565.02608,560598.5384
7.125630492,5,37562.54806,1484653.884
6.33456811,4,32764.43591,940138.9614
6.720829754,2,37339.5559,1354077.498
5.393977714,5,43122.57418,1400961.279
7.123866349,2,36215.15942,1426832.049
5.667783745,4,27089.04917,1031737.385
7.278803441,6,30249.03042,1244248.525
6.981741643,2,31925.67536,1070868.067
4.748619773,4,25545.92394,493350.0312
5.546206589,3,23530.90631,1228323.225
5.493365974,3,46459.251,1427026.945
7.346083967,6,40620.663,1504664.281
4.019356939,4,49512.90932,689155.5684
5.23519491,5,42582.93467,1481171.234
6.437928611,5,35879.91367,1092649.709
5.685730962,6,36380.57033,962581.6883
3.907090367,3,24553.45987,688479.2926
4.977651242,4,38773.02082,1363106.125
4.999189324,2,25009.06052,826328.1084
5.896128881,4,36533.83778,1434575.11
6.331004889,3,39816.74911,1509422.58
2.683042903,6,10704.82191,395440.2022
6.213168556,6,46298.31611,1765809.432
7.147855954,2,38555.06758,1135676.183
5.817615375,3,19560.21349,1006227.535
5.443883946,3,29519.88477,576387.1752
4.259678188,3,39200.86657,1044615.522
6.021239385,4,49140.66901,1765352.366
7.31980876,3,28737.11076,1049632.181
6.927794005,4,35193.91648,1456969.577
5.614666403,4,33498.93176,1331374.948
6.628833582,5,37271.15603,1779874.754
4.798258666,6,46302.40159,1601152.932
7.188637589,5,32621.10485,1702528.794
4.530556542,4,36679.18743,1123765.346
5.938427862,3,18163.77362,1042144.231
4.436177367,4,34043.22655,869026.582
5.505002199,6,32639.63803,1352993.625
6.569124436,3,28995.09305,945931.1936
5.809960591,5,37565.54052,1653381.313
4.861034546,2,28319.63343,1258957.62
4.581613523,4,32940.79478,724121.6734
5.018114508,5,34981.394,1067871.687
5.121560597,3,36651.51947,842235.8034
5.375149492,6,38397.56695,954154.2069
6.447052039,2,46239.17013,1356691.387
5.346436832,4,30022.53717,1202992.884
6.928767557,6,53185.20035,1502447.917
7.642474303,4,53000.76809,1947338.44
4.971327902,5,33828.45488,1153516.919
6.410976784,3,31451.09301,414165.2204
6.664544241,4,26627.38647,723089.9525
6.793799381,5,40063.4211,1193482.503
5.594194544,3,38191.03227,1380602.556
5.543729665,2,19682.34729,151527.0826
5.588038153,2,36841.17614,1114729.725
5.902295849,3,13981.43549,984421.2253
4.656695745,2,49457.17937,875904.5286
5.664970501,4,28995.96414,788427.8399
6.65956175,4,44561.33359,1444701.328
5.643639139,4,41199.25223,1450393.53
4.608455549,3,19908.13074,921321.015
5.642006715,6,20547.61864,1160146.171
6.09860088,6,24944.34177,1222689.523
6.859245122,3,59974.62659,2004396.372
5.305107848,2,23557.36165,454055.6559
5.053542724,2,45801.43319,1698198.751
7.176349294,4,34828.42852,1193106.94
6.072995729,4,38784.85686,1275403.464
3.640221786,2,42772.16329,810751.725
6.877123174,4,25201.55049,642862.7138
5.767672653,4,41441.75254,1086825.754
5.560578582,3,24985.978,773360.698
6.538092759,5,21331.98252,1500962.615
5.443119457,4,23767.85633,768301.802
7.221284713,4,49537.34531,1781211.414
5.635390224,5,27494.29641,1420469.727
5.27382605,3,37573.57542,1380215.515
5.939367843,4,37028.69622,1090805.374
5.625298604,3,31818.93257,886815.9436
5.09845805,3,54738.62969,1007224.929
6.651755441,3,22875.69334,1077754.226
7.374075502,6,35143.20338,1253648.324
3.930198546,3,51554.76141,1102943.351
5.443617288,2,28264.0066,744132.7042
7.442513107,6,53832.14155,1845630.071
5.126392437,3,37017.09635,873588.1297
5.17624248,3,29083.72171,755678.3301
6.270889733,2,29508.49053,1101826.315
4.605077351,4,41166.86031,1618994.276
6.383383417,3,36892.6233,1127873.577
3.945932446,6,28939.03884,749847.1904
6.577966455,3,27321.03293,984672.2998
6.157624922,2,22803.09971,534077.4555
5.289123362,5,36145.20983,1242114.101
6.413978321,3,37587.94431,1273631.267
6.190475601,6,30609.65271,1095597.944
7.616703734,6,30888.80272,1364738.296
5.981192808,3,32580.78018,1037147.467
6.115160124,4,22602.13357,1228517.207
5.858178751,2,18281.73777,759360.6548
6.39900372,3,38322.09803,1140579.618
5.797958848,3,26673.88189,810741.5185
5.523318653,3,31320.91642,642855.1696
6.851265731,4,23360.9483,1562950.322
5.845099211,3,43754.45294,1599851.895
6.568437796,2,39591.2565,1332669.235
6.326332927,5,26452.36789,665160.0759
6.772239093,3,32190.41772,1591383.735
6.500751339,4,36564.73349,1144507.423
6.136224658,5,23023.04505,1619721.716
5.717143201,4,36788.98033,1251688.616
6.741729037,6,53542.85751,1882806.934
5.488057127,6,26925.95481,1016163.177
6.195614402,4,45746.93321,1721005.42
4.513528509,5,30678.37073,890138.2114
6.004825721,3,40128.8535,1272719.632
6.334101643,4,45024.29718,1582605.535
5.056598058,3,48767.40104,1170204.339
3.205828407,3,50999.85133,1166750.313
